"V1","V2","V3","V4","V5","y"
3150,0,0.1524,71.3,0.0015988,129.377
10000,0,0.1524,71.3,0.0015988,120.247
500,0,0.1524,55.5,0.00172668,120.573
800,0,0.1524,55.5,0.00172668,126.713
1000,0,0.1524,55.5,0.00172668,128.583
1600,0,0.1524,55.5,0.00172668,130.183
12500,0,0.1524,55.5,0.00172668,117.093
16000,0,0.1524,55.5,0.00172668,112.803
500,0,0.1524,39.6,0.00193287,119.513
1250,0,0.1524,39.6,0.00193287,131.023
4000,0,0.1524,39.6,0.00193287,125.343
6300,0,0.1524,39.6,0.00193287,121.313
800,0,0.1524,31.7,0.00209405,129.117
2000,0,0.1524,31.7,0.00209405,128.907
6300,0,0.1524,31.7,0.00209405,119.737
630,2.7,0.1524,71.3,0.00243851,127.404
2000,2.7,0.1524,71.3,0.00243851,130.114
2500,2.7,0.1524,71.3,0.00243851,128.334
4000,2.7,0.1524,71.3,0.00243851,126.534
10000,2.7,0.1524,71.3,0.00243851,116.724
2500,2.7,0.1524,39.6,0.00294804,125.589
8000,2.7,0.1524,39.6,0.00294804,116.659
800,5.4,0.1524,71.3,0.00401199,131.281
1250,5.4,0.1524,71.3,0.00401199,134.111
6300,5.4,0.1524,71.3,0.00401199,116.411
630,5.4,0.1524,55.5,0.00433288,131.807
800,5.4,0.1524,55.5,0.00433288,133.097
1600,5.4,0.1524,55.5,0.00433288,130.567
2500,5.4,0.1524,55.5,0.00433288,124.077
630,5.4,0.1524,39.6,0.00485029,132.357
400,5.4,0.1524,31.7,0.00525474,127.781
500,5.4,0.1524,31.7,0.00525474,129.681
800,5.4,0.1524,31.7,0.00525474,131.491
1250,5.4,0.1524,31.7,0.00525474,123.991
2000,5.4,0.1524,31.7,0.00525474,122.771
6300,5.4,0.1524,31.7,0.00525474,115.591
800,7.2,0.1524,71.3,0.00752039,136.023
2000,7.2,0.1524,71.3,0.00752039,128.643
4000,7.2,0.1524,71.3,0.00752039,119.343
250,7.2,0.1524,39.6,0.00909175,127.488
315,7.2,0.1524,39.6,0.00909175,130.558
630,7.2,0.1524,39.6,0.00909175,133.198
1000,7.2,0.1524,39.6,0.00909175,128.338
2000,7.2,0.1524,39.6,0.00909175,120.228
3150,7.2,0.1524,39.6,0.00909175,111.818
500,9.9,0.1524,71.3,0.0193001,131.279
2000,9.9,0.1524,71.3,0.0193001,120.779
250,9.9,0.1524,55.5,0.0208438,133.235
1600,9.9,0.1524,55.5,0.0208438,119.875
2000,9.9,0.1524,55.5,0.0208438,119.505
4000,9.9,0.1524,55.5,0.0208438,112.945
5000,9.9,0.1524,55.5,0.0208438,112.065
250,9.9,0.1524,39.6,0.0233328,128.335
630,9.9,0.1524,39.6,0.0233328,126.465
800,9.9,0.1524,39.6,0.0233328,126.345
3150,9.9,0.1524,39.6,0.0233328,113.525
4000,9.9,0.1524,39.6,0.0233328,112.265
5000,9.9,0.1524,39.6,0.0233328,111.135
250,9.9,0.1524,31.7,0.0252785,128.559
315,9.9,0.1524,31.7,0.0252785,128.809
400,9.9,0.1524,31.7,0.0252785,128.939
500,9.9,0.1524,31.7,0.0252785,127.179
800,9.9,0.1524,31.7,0.0252785,125.539
5000,9.9,0.1524,31.7,0.0252785,109.949
200,12.6,0.1524,71.3,0.0483159,128.354
250,12.6,0.1524,71.3,0.0483159,129.744
400,12.6,0.1524,71.3,0.0483159,127.094
630,12.6,0.1524,71.3,0.0483159,123.304
4000,12.6,0.1524,71.3,0.0483159,108.034
400,12.6,0.1524,39.6,0.0584113,115.91
1000,12.6,0.1524,39.6,0.0584113,114.67
2000,12.6,0.1524,39.6,0.0584113,109.52
2000,0,0.0508,71.3,0.000740478,131.06
2000,0,0.0508,55.5,0.00076193,131.456
4000,0,0.0508,55.5,0.00076193,134.946
1250,0,0.0508,39.6,0.000791822,129.148
800,0,0.0508,31.7,0.000812164,122.79
3150,0,0.0508,31.7,0.000812164,135.49
8000,0,0.0508,31.7,0.000812164,126.59
2000,4.2,0.0508,71.3,0.00142788,129.848
4000,4.2,0.0508,71.3,0.00142788,133.598
6300,4.2,0.0508,71.3,0.00142788,129.308
1000,4.2,0.0508,39.6,0.00152689,125.647
1250,4.2,0.0508,39.6,0.00152689,128.427
3150,4.2,0.0508,39.6,0.00152689,133.587
10000,4.2,0.0508,39.6,0.00152689,116.967
2000,8.4,0.0508,71.3,0.00529514,134.476
4000,8.4,0.0508,71.3,0.00529514,126.926
1000,8.4,0.0508,55.5,0.00544854,130.722
1600,8.4,0.0508,55.5,0.00544854,133.032
2000,8.4,0.0508,55.5,0.00544854,133.042
2500,8.4,0.0508,55.5,0.00544854,131.542
4000,8.4,0.0508,55.5,0.00544854,122.612
400,8.4,0.0508,39.6,0.00566229,120.015
1600,8.4,0.0508,39.6,0.00566229,130.965
2000,8.4,0.0508,39.6,0.00566229,129.965
2500,8.4,0.0508,39.6,0.00566229,127.465
3150,8.4,0.0508,39.6,0.00566229,123.965
400,8.4,0.0508,31.7,0.00580776,120.076
800,8.4,0.0508,31.7,0.00580776,128.246
1600,8.4,0.0508,31.7,0.00580776,129.296
2000,8.4,0.0508,31.7,0.00580776,127.686
250,11.2,0.0508,71.3,0.014072,127.101
1000,11.2,0.0508,71.3,0.014072,136.941
1600,11.2,0.0508,71.3,0.014072,135.191
2000,11.2,0.0508,71.3,0.014072,133.311
2000,11.2,0.0508,39.6,0.0150478,124.42
2500,11.2,0.0508,39.6,0.0150478,122.17
3150,11.2,0.0508,39.6,0.0150478,119.67
4000,11.2,0.0508,39.6,0.0150478,115.52
630,15.4,0.0508,71.3,0.0264269,129.645
1000,15.4,0.0508,71.3,0.0264269,131.865
1250,15.4,0.0508,71.3,0.0264269,130.845
2500,15.4,0.0508,71.3,0.0264269,127.625
5000,15.4,0.0508,71.3,0.0264269,119.135
200,15.4,0.0508,55.5,0.0271925,122.94
250,15.4,0.0508,55.5,0.0271925,124.17
400,15.4,0.0508,55.5,0.0271925,126.5
1250,15.4,0.0508,55.5,0.0271925,130
1600,15.4,0.0508,55.5,0.0271925,128.2
2500,15.4,0.0508,55.5,0.0271925,125.63
6300,15.4,0.0508,55.5,0.0271925,112.93
3150,15.4,0.0508,39.6,0.0282593,120.513
630,15.4,0.0508,31.7,0.0289853,124.685
1000,15.4,0.0508,31.7,0.0289853,124.525
1600,15.4,0.0508,31.7,0.0289853,121.485
2500,15.4,0.0508,31.7,0.0289853,119.945
4000,15.4,0.0508,31.7,0.0289853,115.635
315,19.7,0.0508,71.3,0.0341183,121.235
500,19.7,0.0508,71.3,0.0341183,126.995
800,19.7,0.0508,71.3,0.0341183,124.555
1000,19.7,0.0508,71.3,0.0341183,121.885
1250,19.7,0.0508,71.3,0.0341183,121.485
2000,19.7,0.0508,71.3,0.0341183,120.055
250,19.7,0.0508,39.6,0.036484,127.224
315,19.7,0.0508,39.6,0.036484,129.864
1000,19.7,0.0508,39.6,0.036484,118.904
3150,19.7,0.0508,39.6,0.036484,113.004
2500,0,0.0254,71.3,0.000400682,133.707
3150,0,0.0254,71.3,0.000400682,137.007
6300,0,0.0254,71.3,0.000400682,134.987
8000,0,0.0254,71.3,0.000400682,129.867
10000,0,0.0254,71.3,0.000400682,130.787
12500,0,0.0254,71.3,0.000400682,133.207
20000,0,0.0254,71.3,0.000400682,123.217
2000,0,0.0254,39.6,0.000428464,130.026
3150,0,0.0254,39.6,0.000428464,133.276
6300,0,0.0254,39.6,0.000428464,136.826
8000,0,0.0254,39.6,0.000428464,135.866
12500,0,0.0254,39.6,0.000428464,129.116
1600,0,0.0254,31.7,0.000439472,129.267
2000,0,0.0254,31.7,0.000439472,130.697
3150,0,0.0254,31.7,0.000439472,135.227
6300,0,0.0254,31.7,0.000439472,138.537
10000,0,0.0254,31.7,0.000439472,134.227
12500,0,0.0254,31.7,0.000439472,128.977
2000,4.8,0.0254,71.3,0.000848633,128.398
4000,4.8,0.0254,71.3,0.000848633,134.928
8000,4.8,0.0254,71.3,0.000848633,131.518
10000,4.8,0.0254,71.3,0.000848633,127.398
1600,4.8,0.0254,55.5,0.000873218,121.474
5000,4.8,0.0254,55.5,0.000873218,135.484
630,4.8,0.0254,39.6,0.000907475,118.696
1250,4.8,0.0254,39.6,0.000907475,125.026
6300,4.8,0.0254,39.6,0.000907475,134.336
8000,4.8,0.0254,39.6,0.000907475,131.346
10000,4.8,0.0254,39.6,0.000907475,126.066
800,4.8,0.0254,31.7,0.000930789,122.648
1250,4.8,0.0254,31.7,0.000930789,127.408
1600,4.8,0.0254,31.7,0.000930789,128.718
2500,4.8,0.0254,31.7,0.000930789,132.588
5000,4.8,0.0254,31.7,0.000930789,135.248
630,9.5,0.0254,71.3,0.00420654,125.726
1600,9.5,0.0254,71.3,0.00420654,133.756
2000,9.5,0.0254,71.3,0.00420654,134.976
1000,9.5,0.0254,55.5,0.0043284,130.332
1600,9.5,0.0254,55.5,0.0043284,133.062
3150,9.5,0.0254,55.5,0.0043284,133.252
400,9.5,0.0254,39.6,0.00449821,121.154
500,9.5,0.0254,39.6,0.00449821,123.894
630,9.5,0.0254,39.6,0.00449821,126.514
2500,9.5,0.0254,39.6,0.00449821,131.234
5000,9.5,0.0254,39.6,0.00449821,125.044
200,9.5,0.0254,31.7,0.00461377,119.146
315,9.5,0.0254,31.7,0.00461377,122.766
1250,9.5,0.0254,31.7,0.00461377,131.446
1600,9.5,0.0254,31.7,0.00461377,131.036
2000,9.5,0.0254,31.7,0.00461377,130.496
3150,9.5,0.0254,31.7,0.00461377,128.536
315,12.7,0.0254,71.3,0.0121808,122.938
1600,12.7,0.0254,71.3,0.0121808,134.528
2500,12.7,0.0254,71.3,0.0121808,134.058
3150,12.7,0.0254,71.3,0.0121808,133.758
6300,12.7,0.0254,71.3,0.0121808,125.398
8000,12.7,0.0254,71.3,0.0121808,120.538
10000,12.7,0.0254,71.3,0.0121808,114.418
500,12.7,0.0254,39.6,0.0130253,127.127
630,12.7,0.0254,39.6,0.0130253,128.867
1250,12.7,0.0254,39.6,0.0130253,130.777
5000,12.7,0.0254,39.6,0.0130253,125.107
8000,12.7,0.0254,39.6,0.0130253,120.607
500,17.4,0.0254,71.3,0.016104,119.806
800,17.4,0.0254,71.3,0.016104,124.276
1600,17.4,0.0254,71.3,0.016104,126.406
2000,17.4,0.0254,71.3,0.016104,126.826
4000,17.4,0.0254,71.3,0.016104,125.586
1000,17.4,0.0254,55.5,0.0165706,126.001
1600,17.4,0.0254,55.5,0.0165706,126.471
3150,17.4,0.0254,55.5,0.0165706,124.101
4000,17.4,0.0254,55.5,0.0165706,121.771
250,17.4,0.0254,39.6,0.0172206,114.714
500,17.4,0.0254,39.6,0.0172206,117.514
1000,17.4,0.0254,39.6,0.0172206,138.274
1250,17.4,0.0254,39.6,0.0172206,131.364
2500,17.4,0.0254,39.6,0.0172206,124.154
3150,17.4,0.0254,39.6,0.0172206,123.564
630,17.4,0.0254,31.7,0.0176631,136.886
1000,17.4,0.0254,31.7,0.0176631,131.796
2500,17.4,0.0254,31.7,0.0176631,124.166
3150,17.4,0.0254,31.7,0.0176631,123.466
5000,17.4,0.0254,31.7,0.0176631,117.996
400,22.2,0.0254,71.3,0.0214178,117.927
630,22.2,0.0254,71.3,0.0214178,120.657
1600,22.2,0.0254,71.3,0.0214178,131.817
4000,22.2,0.0254,71.3,0.0214178,123.917
6300,22.2,0.0254,71.3,0.0214178,123.127
250,22.2,0.0254,39.6,0.0229028,117.386
315,22.2,0.0254,39.6,0.0229028,120.716
400,22.2,0.0254,39.6,0.0229028,123.416
500,22.2,0.0254,39.6,0.0229028,129.776
1000,22.2,0.0254,39.6,0.0229028,128.416
1600,22.2,0.0254,39.6,0.0229028,122.216
2000,22.2,0.0254,39.6,0.0229028,121.256
4000,22.2,0.0254,39.6,0.0229028,119.646
1600,0,0.1016,71.3,0.00121072,131.725
4000,0,0.1016,71.3,0.00121072,130.935
8000,0,0.1016,71.3,0.00121072,125.465
800,0,0.1016,55.5,0.00131983,127.92
1600,0,0.1016,55.5,0.00131983,132.05
2000,0,0.1016,55.5,0.00131983,132.54
5000,0,0.1016,55.5,0.00131983,128.36
10000,0,0.1016,55.5,0.00131983,121.93
2000,0,0.1016,39.6,0.00146332,133.251
8000,0,0.1016,39.6,0.00146332,122.341
1000,0,0.1016,31.7,0.00150092,131.313
1250,0,0.1016,31.7,0.00150092,133.063
4000,0,0.1016,31.7,0.00150092,126.933
5000,0,0.1016,31.7,0.00150092,124.393
8000,0,0.1016,31.7,0.00150092,120.193
800,3.3,0.1016,71.3,0.00202822,131.074
1000,3.3,0.1016,71.3,0.00202822,131.434
2000,3.3,0.1016,71.3,0.00202822,134.034
6300,3.3,0.1016,71.3,0.00202822,124.904
8000,3.3,0.1016,71.3,0.00202822,121.234
10000,3.3,0.1016,71.3,0.00202822,116.694
630,3.3,0.1016,55.5,0.002211,126.599
2500,3.3,0.1016,55.5,0.002211,132.889
4000,3.3,0.1016,55.5,0.002211,127.229
2500,3.3,0.1016,39.6,0.00245138,130.791
3150,3.3,0.1016,39.6,0.00245138,128.401
4000,3.3,0.1016,39.6,0.00245138,124.881
5000,3.3,0.1016,39.6,0.00245138,122.371
6300,3.3,0.1016,39.6,0.00245138,120.851
800,3.3,0.1016,31.7,0.00251435,131.362
1600,3.3,0.1016,31.7,0.00251435,133.402
3150,3.3,0.1016,31.7,0.00251435,128.252
8000,3.3,0.1016,31.7,0.00251435,117.432
800,6.7,0.1016,71.3,0.00478288,134.478
2000,6.7,0.1016,71.3,0.00478288,134.568
630,6.7,0.1016,55.5,0.0052139,133.023
630,6.7,0.1016,39.6,0.00578076,133.355
1250,6.7,0.1016,39.6,0.00578076,132.395
1600,6.7,0.1016,39.6,0.00578076,127.375
500,6.7,0.1016,31.7,0.00592927,130.206
315,8.9,0.1016,71.3,0.0103088,136.583
800,8.9,0.1016,71.3,0.0103088,137.813
1250,8.9,0.1016,71.3,0.0103088,132.793
2000,8.9,0.1016,39.6,0.0124596,119.04
2500,8.9,0.1016,39.6,0.0124596,119.19
6300,8.9,0.1016,39.6,0.0124596,113.11
200,12.3,0.1016,71.3,0.0337792,130.588
400,12.3,0.1016,71.3,0.0337792,139.428
1250,12.3,0.1016,71.3,0.0337792,126.648
1600,12.3,0.1016,71.3,0.0337792,124.748
2000,12.3,0.1016,71.3,0.0337792,122.218
200,12.3,0.1016,55.5,0.0368233,132.304
315,12.3,0.1016,55.5,0.0368233,135.674
1000,12.3,0.1016,55.5,0.0368233,125.484
1250,12.3,0.1016,55.5,0.0368233,124.214
2000,12.3,0.1016,55.5,0.0368233,118.564
2500,12.3,0.1016,55.5,0.0368233,117.054
315,12.3,0.1016,39.6,0.0408268,129.415
500,12.3,0.1016,39.6,0.0408268,122.205
1000,12.3,0.1016,39.6,0.0408268,122.435
6300,12.3,0.1016,39.6,0.0408268,107.985
250,12.3,0.1016,31.7,0.0418756,125.857
500,12.3,0.1016,31.7,0.0418756,118.667
1250,12.3,0.1016,31.7,0.0418756,118.767
2000,12.3,0.1016,31.7,0.0418756,110.447
2500,12.3,0.1016,31.7,0.0418756,110.317
4000,12.3,0.1016,31.7,0.0418756,108.407
6300,12.3,0.1016,31.7,0.0418756,107.267
630,15.6,0.1016,71.3,0.0437259,122.288
500,15.6,0.1016,39.6,0.0528487,115.304
630,15.6,0.1016,39.6,0.0528487,118.084
800,15.6,0.1016,39.6,0.0528487,118.964
1600,15.6,0.1016,39.6,0.0528487,114.554
2000,15.6,0.1016,39.6,0.0528487,110.894
